Station_number,Observation_time,Showalter_index,Lifted_index,SWEAT_index,Precipitable_water_mm_for_entire_sounding
42647,781016/1200,6.42,2.21,102.39,28.02
42647,781017/0000,11.66,8.39,23.99,10.3
42647,781017/1200,16.91,16.09,22.01,7.18
42647,781018/0000,10.65,9.07,15.99,8.74
42647,781018/1200,12.36,6.58,,13.43
42647,781019/0000,12.42,8.69,14.01,12.63
42647,781019/1200,,,,0
42647,781021/0000,9.43,6.29,14.01,18.54
42647,781022/0000,-3.05,8.16,,23.52
42647,781023/0000,3.3,6.37,166.39,32.8
42647,781023/1200,12.26,5.46,24.96,22.19
42647,781024/0000,9.74,9.42,13,9.13
42647,781024/1200,,-7.77,,0.76
42647,781025/0000,12.05,10.69,18.01,17.04
42647,781026/0000,,,,0
42647,781027/0000,,,,0
42647,781027/1200,,,,0
42647,781028/0000,,,,0
42647,781028/1200,3.55,0.22,35,18.19
42647,781029/0000,9.58,7.8,28.98,15.63
42647,781030/0000,,13.56,,2.88
42647,781030/1200,,,,0
42647,781031/0000,10.61,9.07,47.01,10.52
42647,781031/1200,8.6,2.08,35.99,10.75
42647,780901/0000,-1.81,-1.83,302,74.79
42647,780901/1200,0.92,-3.07,253.2,57.35
42647,780903/0000,6.88,1.89,211.01,33.49
42647,780904/0000,1.78,1.4,248.79,41.69
42647,780904/1200,0.23,-2.42,210.81,23.71
42647,780905/0000,2.74,-2.57,192.01,33.24
42647,780905/1200,-1.41,-4.85,262.2,37.53
42647,780906/0000,3.15,1.18,,31.79
42647,780906/1200,1.53,-1.4,226.8,41.34
42647,780907/0000,-2.34,0.67,253.2,38.14
42647,780907/1200,1.68,-2.72,196.01,34.82
42647,780908/0000,-2.05,-5.42,,36.14
42647,780908/1200,3.79,-2.37,187.61,33.58
42647,780909/0000,4.15,-0.18,198.8,38.17
42647,780910/0000,0.44,10.24,216.2,35.75
42647,780910/1200,5.64,2.51,191.4,33.15
42647,780911/1200,2.73,-3.64,,21.26
42647,780912/0000,2.73,-0.28,208.6,41.51
42647,780912/1200,7.43,0.74,150.41,32.3
42647,780913/0000,2.36,0.95,207.61,46.23
42647,780913/1200,3.05,0.61,221.21,41.66
42647,780914/0000,7.68,1.96,,33.26
42647,780914/1200,41.03,8.84,40.02,13.82
42647,780915/0000,4.62,-0.56,163.4,29.35
42647,780915/1200,1.42,-0.85,204.46,36.31
42647,780916/1200,5.1,-1.49,126.62,32.58
42647,780917/0000,3.53,3.04,212.19,40.39
42647,780917/1200,5.38,1.55,194.39,35.2
42647,780918/0000,-3.19,-3.61,,42.43
42647,780918/1200,3.41,-1.36,222.4,39.6
42647,780919/0000,4.76,1.96,176.2,25.68
42647,780920/1200,4.18,-2.02,185,37.54
42647,780921/0000,5.56,-1.13,120.79,34.33
42647,780921/1200,,-4.51,,28.15
42647,780922/0000,9.38,2.47,114.2,35.13
42647,780922/1200,10.48,0.47,134.98,43.27
42647,780923/0000,10.49,4.31,96.81,28.9
42647,780923/1200,60.7,31.95,37,22.13
42647,780924/0000,8.28,6.71,181.78,35.01
42647,780924/1200,4.11,-1.62,205.59,41.73
42647,780925/0000,9.69,4.89,125.32,29.26
42647,780926/0000,,7.23,,24.86
42647,780926/1200,8.65,1.52,154.59,30.21
42647,780927/0000,4.59,-2.05,120.81,39.17
42647,780927/1200,3.53,-0.51,213.78,41.76
42647,780928/0000,7.54,-3.13,104.15,34.76
42647,780929/1200,-2.14,-1.24,240.2,56.14
42647,780930/0000,1.17,-0.47,189.6,46.8
42647,780801/0000,2.23,-0.59,,40.98
42647,780801/1200,3.03,-0.14,236.81,65.64
42647,780802/0000,5.89,-0.81,212.59,43.2
42647,780802/1200,-0.28,0.48,275.2,58.3
42647,780803/0000,-1.62,-0.28,305.6,67.67
42647,780803/1200,2.01,-5.87,205.59,58.97
42647,780804/0000,,-2.96,,40.84
42647,780804/1200,0.36,-5.03,218.39,44.14
42647,780805/0000,-0.37,-2.31,,25.26
42647,780805/1200,-3.3,-4.32,261.6,55.23
42647,780806/0000,9.21,-1.41,139.79,46.44
42647,780806/1200,0.02,-4.14,239.6,55.96
42647,780807/0000,2.3,-0.94,234.59,53.87
42647,780808/0000,-6.23,-6.43,342.99,55.96
42647,780808/1200,59.5,1.7,25.28,34.58
42647,780809/0000,4.42,1.68,245.39,65.91
42647,780810/0000,2.02,-1.49,,48.47
42647,780810/1200,4.47,0.03,226.59,60.63
42647,780811/0000,1.46,-0.81,,64
42647,780811/1200,-0.68,-1.67,276.59,70.51
42647,780812/0000,1.35,0.5,259.62,67.89
42647,780812/1200,2.92,2.16,247.39,61.64
42647,780813/0000,1.96,4.01,291.6,74.04
42647,780813/1200,3.69,1.35,294.6,62.04
42647,780814/0000,-5.28,-3.54,295.22,58.24
42647,780814/1200,-0.22,-2.47,261.79,52.26
42647,780815/1200,5.6,5.78,230.2,28.74
42647,780816/1200,1.15,1.42,275.01,75.78
42647,780817/0000,-0.75,-0.94,288.4,75.89
42647,780817/1200,2.01,0.25,341.38,66.67
42647,780818/0000,2.88,2.63,300.6,48.18
42647,780818/1200,3.48,1.36,,60.93
42647,780819/0000,5.8,1.32,206,38.1
42647,780819/1200,2.15,-1.76,242.41,53.74
42647,780820/0000,7.19,-1.32,122.39,37.02
42647,780820/1200,3.59,-2.53,218.19,52.25
42647,780821/0000,-1.25,,235.19,36.75
42647,780821/1200,-1.67,-4.79,233.19,71
42647,780821/1800,,-4.95,,33.2
42647,780822/0000,-1.37,-2.15,249.84,77.63
42647,780822/1200,-0.17,-0.63,,68.69
42647,780823/0000,-2.08,-2.4,273.4,69.71
42647,780823/1200,,-2.54,,41.78
42647,780825/0000,-0.77,-3.45,,63.88
42647,780826/0000,-0.58,-2.86,272.59,70.46
42647,780826/1200,-2.2,-2.2,285.41,64.89
42647,780827/0000,-4.81,-4.17,282.2,71.66
42647,780827/1200,-2.88,-2.12,255.21,67.76
42647,780828/0000,0.45,-2.12,240.41,62.27
42647,780828/1200,-2.93,-5.35,243.61,65.84
42647,780829/0000,-0.7,-3.46,260.59,67.82
42647,780829/1200,57.62,-2.97,43.01,92.44
42647,780830/0000,-3.06,-4.45,274.99,69.01
42647,780830/1200,-2.3,-2.97,282.01,86.85
42647,780831/0000,-0.29,-2.17,294.2,66.61
42647,780701/1200,-0.91,-3.7,224.6,66.9
42647,780702/0000,-48.9,-50.53,2056.61,58.72
42647,780702/1200,3.46,3.13,217.19,68.91
42647,780703/1200,2.05,-3.28,209.39,54.53
42647,780704/0000,5,-1.99,195.41,517.7
42647,780704/1200,2.2,0.65,257.01,69.7
42647,780705/0000,4.27,-0.17,,44.76
42647,780705/1200,5.18,0.13,186.79,68.43
42647,780706/1200,0.35,-1.67,201.21,42.58
42647,780707/0000,0.23,-3.69,238.99,61.36
42647,780707/1200,-0.6,-0.37,,82.92
42647,780708/0000,52.97,11.13,31,47.73
42647,780709/0000,-2.66,-2.17,,73.41
42647,780710/0000,-2.58,-6.39,238.4,58.16
42647,780710/1200,-1.85,-6.16,249,68.59
42647,780711/1200,2.65,-2.41,,58.79
42647,780712/0000,2.98,-2.57,190.01,51.11
42647,780713/0000,0.04,-2.98,230.41,65.86
42647,780714/0000,2.58,-2.37,190.81,56.63
42647,780715/0000,1.45,0.54,278.21,71.18
42647,780717/0000,3.4,0.33,245.6,47.73
42647,780718/0000,3.92,-3.39,201.2,47.63
42647,780718/1200,-2.45,-4.4,311.79,72.85
42647,780719/0000,-1.44,-3.36,,67.19
42647,780719/1200,4.59,1.28,,35.01
42647,780720/0000,0.18,-3.14,264.01,38.77
42647,780721/1200,-1.54,-8.61,234.59,43.83
42647,780722/0000,-4,-5.07,275.39,50.87
42647,780722/1200,-5.81,-10.96,334.99,61.43
42647,780723/1200,-1.74,-8.58,268.02,64.15
42647,780724/0000,-1.4,-1.17,292.42,75.22
42647,780724/1200,-4.95,-5.68,321.79,82.41
42647,780725/1200,-1.07,-7.96,245.21,63.65
42647,780726/0000,-4.57,-5.66,280.79,76.62
42647,780726/1200,-47.63,-52.34,,53.92
42647,780727/0000,0.42,-1.52,279.79,56.27
42647,780727/1200,-6.09,-8.19,344.8,72.43
42647,780728/0000,-0.51,-7.86,241.58,67.6
42647,780728/1200,-1.7,-4.9,280.61,67.05
42647,780729/0000,0.34,-3.39,241.6,52.2
42647,780729/1200,-2.86,-10.74,250,50.61
42647,780730/1200,-1.76,-6.43,264.01,56.96
42647,780731/0000,1.48,-1.07,274.22,49.62
42647,780731/1200,3.31,-0.43,261.2,68.96
42647,780601/0000,4.25,-2.88,146.41,33.85
42647,780601/1200,7.7,0.56,76.4,19.24
42647,780602/0000,5.01,-3.5,54.41,25.73
42647,780602/1200,5.15,4.83,164.21,24.71
42647,780603/0000,8.56,1.18,79.59,25.09
42647,780603/1200,,,,0
42647,780604/0000,-0.41,33.45,245.61,33.76
42647,780604/1200,-2.93,-7.36,,37.83
42647,780605/0000,6.67,-2.42,95.4,21.03
42647,780606/1200,-4.27,-7.12,284.2,37.45
42647,780608/0000,-1.47,60.89,267.01,32.02
42647,780608/1200,3.16,1,220.81,45.42
42647,780609/0000,-3.64,-3.6,270.6,64.58
42647,780610/0000,1.61,30.36,204.59,0
42647,780610/1200,-0.7,-3.83,,48.94
42647,780611/1200,1.56,-1.59,224.79,53.48
42647,780612/0000,2.8,-0.84,,54.69
42647,780612/1200,-3.83,-6.51,247,55.55
42647,780613/0000,-3.07,-4.56,251.39,43.65
42647,780613/1200,-4.71,-5.07,,54.71
42647,780614/0000,-5.73,-4.79,328,51.52
42647,780614/1200,-1,-3.83,237.4,40.51
42647,780615/0000,6.63,-0.08,164.39,51.68
42647,780615/1200,0.84,-4.47,214.41,48.26
42647,780616/0000,-3.46,-4.3,268.99,58.19
42647,780617/0000,1.11,-3.26,360.61,64.37
42647,780618/0000,-4.07,-2.82,293.38,73.88
42647,780618/1200,-0.54,-3.2,275.81,63.42
42647,780619/1200,1.05,-1.73,230.19,52.57
42647,780620/0000,-2,9.52,274.81,67.08
42647,780620/1200,-3.03,-8.36,236.6,62.3
42647,780621/0000,-2.53,0.19,312.59,84.48
42647,780621/1200,0.07,-1.77,279.01,84.87
42647,780622/0000,2.11,-0.27,231.61,69.28
42647,780622/1200,-0.98,-1.97,260.01,76.57
42647,780623/0000,-2.71,-1.77,300.81,80.72
42647,780623/1200,-2.22,-2.13,290.79,87.63
42647,780624/0000,2.07,0.19,282.99,81.79
42647,780625/0000,14.2,-2.75,71,32.65
42647,780626/0000,0.33,-0.45,,50.1
42647,780626/1200,,,,0
42647,780627/0000,-0.9,-2.73,246.8,54.75
42647,780628/1200,3.14,-2.15,210.4,47.98
42647,780629/0000,3.81,-2.09,203.6,54.2
42647,780630/0000,6.77,6.81,210.8,50.42
42647,780630/1200,-1.7,-2.94,,26.92
42647,780501/0000,,,,22.03
42647,780501/1200,-6.49,-15.86,385.61,41.96
42647,780502/0000,7.38,6.88,,19.18
42647,780502/1200,3.57,0.43,58.39,15.8
42647,780503/0000,6.37,8.91,60.42,19.6
42647,780503/1200,0.2,-7.23,109.79,19.97
42647,780504/0000,7.77,-2.68,32.01,18.42
42647,780505/0000,,8.5,,4.57
42647,780506/1200,5.84,-1.13,51.6,18.78
42647,780507/0000,,9.47,,4.77
42647,780507/1200,,,,0
42647,780508/0000,10.97,5.79,27,10.83
42647,780508/1200,3.99,40.73,110.61,6.44
42647,780509/0000,,9.36,,4.84
42647,780509/1200,2.83,-5.59,120.59,27.04
42647,780510/0000,16,0.17,31.39,25.98
42647,780510/1200,1.08,,157,13.86
42647,780511/0000,,5.04,,7.28
42647,780511/1200,2.41,0.67,154.6,26.12
42647,780512/1200,6.25,20.56,140.01,16.61
42647,780512/1800,6.25,10.63,138.21,16.46
42647,780513/0000,2.34,-5.22,99.78,27.6
42647,780513/1200,4.8,2.68,,24.04
42647,780515/0000,,-0.95,,9.63
42647,780516/0000,6.05,0.36,142.39,33.84
42647,780516/1200,1.89,0.15,,37.49
42647,780517/0000,13.18,3.56,37.8,18.28
42647,780518/1200,1.04,-5.14,178.8,20.46
42647,780519/0000,,,,0
42647,780520/0000,,-1.01,,14.36
42647,780521/1200,1.38,-2.15,235.51,28.26
42647,780522/0000,8.34,-0.5,118.6,30.03
42647,780522/1200,3.65,-2.55,189.59,37.55
42647,780523/0000,6.77,-3.08,159.21,22.35
42647,780523/1200,12.26,-0.95,87,19.37
42647,780524/0000,12.3,-2.47,52.99,26.34
42647,780524/1200,1.42,,235.39,90.06
42647,780525/0000,10.26,-1.39,64.25,21.3
42647,780525/1200,1,-2.55,198.4,34.01
42647,780526/0000,13.07,2.16,84.41,40.11
42647,780526/1200,4.78,-1.42,132.21,16.53
42647,780527/0000,8.71,-1.66,96.59,26.3
42647,780527/1200,5.83,3.79,112.4,21.81
42647,780528/0000,11.9,-2.95,52.41,26.42
42647,780528/1200,0.55,-1.59,146.99,24.18
42647,780529/0000,12.49,0.68,59.2,20.45
42647,780529/1200,5.61,-2.02,134.79,27.53
42647,780530/0000,,4.43,,11.94
42647,780530/1200,2.88,1.8,177.6,30.4
42647,780531/0000,12.34,3.42,33,18.24
42647,780531/1200,3.76,1.48,126.41,24.33
42647,780402/0000,,,,26.1
42647,780402/1200,,-1.99,,0.12
42647,780403/0000,2.6,-3.53,88,23.16
42647,780403/1200,3.53,-9.66,103.38,31.46
42647,780404/0000,3.19,1.46,70.61,25.61
42647,780404/1200,10.32,5.32,,14.24
42647,780405/0000,4.28,0.74,69,18.5
42647,780406/1200,,,,0
42647,780407/0000,28.34,7.9,78.01,10.99
42647,780408/0000,8.87,8.68,31.99,10.09
42647,780409/0000,,2.09,,8.51
42647,780409/1200,0.06,31.26,122.41,23.77
42647,780410/0000,,-1.42,,3.34
42647,780410/1200,5.07,-6.51,122.01,36.53
42647,780411/0000,,6.65,,5.18
42647,780411/1200,-1.86,-10.31,226.21,39.09
42647,780412/0000,,3.25,,2.48
42647,780413/1200,,,,0
42647,780414/0000,6.53,32.57,50.99,15.49
42647,780414/1200,6.01,16.86,52.99,17.58
42647,780415/0000,3.66,2.32,93,10.59
42647,780415/1200,1.88,-3.2,188.59,35.94
42647,780416/0000,7.79,0.98,60,62.34
42647,780416/1200,,-10.26,,35.51
42647,780418/0000,9.16,0.85,72.2,16.9
42647,780418/1200,-2.76,-9.69,237.8,34.02
42647,780419/0000,,,,0
42647,780419/1200,5.48,-5.67,90.99,17.54
42647,780420/0000,1.68,-0.23,166.4,66.01
42647,780420/1200,-3.4,-15.73,267.59,22.57
42647,780421/1200,-0.01,-8.71,158.98,32.77
42647,780422/0000,9.54,5.63,151.61,35.24
42647,780422/1200,-5.12,-11.74,323.4,54.7
42647,780423/0000,-2.54,1.55,234.79,37.59
42647,780423/1200,-4.55,-13.06,342,58.89
42647,780424/0000,-2.15,-8.4,224.59,48.78
42647,780424/1200,-11.48,,567.01,59.91
42647,780425/0000,-1.24,-3.77,189.79,26.88
42647,780426/0000,7.6,-0.59,24.98,20.47
42647,780426/1200,2.67,-0.21,54.01,18.46
42647,780427/1200,1.51,-4.18,123.81,24.79
42647,780428/0000,-0.6,-3.2,170.8,25.39
42647,780428/1200,-3.02,-11.74,260.99,37.72
42647,780429/0000,4.9,0.64,95.43,25.31
42647,780429/1200,-1.32,-8.39,214.19,36.76
42647,780430/0000,1.67,-5.89,110.06,21.07
42647,780430/1200,,-12.36,,43.72
42647,780301/0000,1.29,0.94,167,29.97
42647,780302/0000,4.89,-1.78,204.02,30.55
42647,780302/1200,5.16,-3.27,152,23.48
42647,780303/0000,7.04,6.64,244.35,19.6
42647,780304/0000,,,,11.47
42647,780304/1200,6.47,,103.14,5615.84
42647,780305/0000,9.95,5.01,52.99,9.55
42647,780306/0000,10.3,6.37,78.01,10.43
42647,780308/0000,3.71,8.47,93.99,9.4
42647,780309/0000,2.87,3,58,19.95
42647,780310/0000,3.5,27.01,75,13.6
42647,780310/1200,4.21,0.89,155.93,23.69
42647,780311/0000,13.37,4.77,,8.61
42647,780311/1200,4.34,1.05,72.99,15.63
42647,780312/0000,10.22,6.13,92,8.42
42647,780312/1200,,,,16.58
42647,780313/0000,11.05,6.56,88.01,9.61
42647,780314/0000,11.22,9.55,,9.51
42647,780316/1200,1.89,-4.67,157.6,27.03
42647,780317/0000,10.39,9.01,102.8,20.95
42647,780318/0000,,14.59,,2.66
42647,780318/1200,,,,0
42647,780319/0000,14.12,14.76,65,7.77
42647,780319/1200,15.56,8.17,81.99,11.02
42647,780320/0000,13.08,12.55,75.02,7.6
42647,780320/1200,,,,0
42647,780321/0000,8.34,11.66,83.75,11.56
42647,780321/1200,,,,0
42647,780322/0000,8.83,8.27,,10.82
42647,780322/1200,10.99,11.13,98.2,16.42
42647,780323/0000,17.1,14.53,,13.57
42647,780323/1200,11.64,6.45,81,12.72
42647,780324/0000,3.51,34.26,163.6,12.64
42647,780324/1200,10.85,8.3,69.02,12.82
42647,780325/0000,10.26,7.43,59.01,13.94
42647,780325/1200,-38.34,-39.18,1901,25.47
42647,780326/0000,11.38,12.9,51.01,10.02
42647,780326/1200,,,,0
42647,780327/0000,6.85,7.17,50,14.73
42647,780327/1200,0.61,-3.83,100.21,10.88
42647,780328/0000,10.16,11.52,58.99,7.96
42647,780328/1200,10.7,5.7,63,11.97
42647,780329/0000,13.17,4.75,61.01,14.84
42647,780329/1200,5.91,3.37,,20.19
42647,780330/0000,6.88,-6.29,141.19,28.99
42647,780330/1200,2.92,0.47,96.22,18.7
42647,780331/0000,7.97,5.5,,18
42647,780201/0000,8.77,15.26,,11.03
42647,780202/1800,9.23,4.62,45.93,6.98
42647,780203/0000,0.55,11.54,172.4,9.23
42647,780203/1200,1.64,2.42,,13.75
42647,780204/0000,,10.36,,9.41
42647,780204/1200,7.89,-11.63,68.01,27.12
42647,780205/0000,7.39,1.98,52.99,19.55
42647,780205/1200,4.61,1.11,62.21,15.94
42647,780205/1800,4.61,,185.21,5661
42647,780206/0000,9.09,-0.4,52.99,19.26
42647,780206/1200,9.53,4.41,60.99,14.04
42647,780207/0000,11.3,12.54,46,11.87
42647,780208/0000,,11.83,,1.01
42647,780208/1200,12.28,9.61,,7.29
42647,780209/0000,10.93,14.05,49.01,10.8
42647,780209/1200,13.68,12.12,,8.75
42647,780210/0000,-30.41,-24.12,1393.19,7.42
42647,780210/1200,0.01,-4.15,,16.53
42647,780211/0000,-3.43,11.73,296.4,21.43
42647,780211/1200,1.92,1.28,311.32,24.16
42647,780212/0000,1.62,9.76,165.2,26.09
42647,780212/1200,5.61,2.02,,16.57
42647,780213/0000,4.07,6.42,139,19.53
42647,780213/1200,11.38,7.66,61.01,8.92
42647,780214/1200,8.88,2.41,67.02,18.52
42647,780215/0000,,,,0
42647,780215/1200,10.58,2.01,56.97,19.29
42647,780216/0000,5.9,3.86,114.39,13.03
42647,780216/1200,1.82,-4.44,141.19,24.02
42647,780217/0000,14.87,12.13,,12.46
42647,780217/1200,12.79,18.04,71.02,8.28
42647,780218/0000,14.23,14.78,76.01,5.07
42647,780218/1200,20.43,12.51,59.01,4.9
42647,780219/0000,,11.45,,4.72
42647,780219/1200,,0.09,,11.97
42647,780220/0000,,16.68,,2.44
42647,780220/1200,10.64,2.71,,11.88
42647,780221/0000,11.27,8.36,69.02,11.52
42647,780221/1200,,,,0
42647,780222/0000,7.83,10.13,93.12,10.33
42647,780222/1200,9.79,-1.87,,14.74
42647,780223/0000,3.13,4.36,79.42,14.36
42647,780223/1200,-4.53,-6.84,320.21,28.7
42647,780224/0000,-0.82,3.14,332.86,25
42647,780224/1200,5.61,-6.51,53.81,16.89
42647,780225/0000,,-1.4,,10.89
42647,780225/1200,1.14,-3.2,129.23,20.14
42647,780226/0000,0.49,-4.78,105.19,33.07
42647,780226/1200,5.23,-4.08,87.78,31.55
42647,780227/0000,-0.1,-0.18,158,32.93
42647,780228/1200,3.75,-5.98,74.61,25.15
42647,780101/1200,10.64,9.52,67.99,7.62
42647,780102/0000,15.35,14.34,54.99,7.74
42647,780102/1200,,13.97,,0.5
42647,780103/0000,,17.41,,3.25
42647,780103/1200,,14.25,,0.42
42647,780104/0000,,19.67,,0.44
42647,780104/1200,,,,0
42647,780105/0000,,17.72,,5.47
42647,780105/1200,,,,0
42647,780106/1200,,6.63,,7.41
42647,780107/0000,14.58,15.5,96,5.53
42647,780108/0000,,12.3,,5.52
42647,780108/1200,8.84,5.67,69.99,7.13
42647,780109/0000,-1.33,16.09,,25.18
42647,780109/1200,14.6,8.17,66.01,7.78
42647,780110/0000,13.64,18.19,51.01,6.43
42647,780110/1200,8.73,3.97,40.6,10.31
42647,780111/1200,13.45,6.89,49.01,14.84
42647,780112/0000,,17.75,,1.75
42647,780112/1200,12.87,4.42,52.48,13.53
42647,780113/0000,11.84,13.63,51.01,8.93
42647,780113/1200,,2.92,,0.34
42647,780114/0000,8.99,5.58,,16.54
42647,780114/1200,6.92,5.27,161.78,17.6
42647,780115/0000,9.31,13.1,90.56,8.12
42647,780115/1200,,9.73,,4.74
42647,780116/1200,,,,0
42647,780117/0000,,19.78,,1.67
42647,780118/0000,12.71,16.09,94,12.35
42647,780119/1200,10.35,13.04,84.01,5.91
42647,780121/0000,12.33,13.79,96,4.69
42647,780121/1200,,,,0
42647,780122/1200,,,,0
42647,780123/0000,,17.06,,0.39
42647,780123/1200,10.07,4.14,41.01,13.23
42647,780124/0000,9.4,10.62,,9.68
42647,780124/1200,6.1,4.82,85.79,10.81
42647,780125/1200,7.52,5.83,122.2,18.09
42647,780126/0000,20.07,16.93,44.99,9.87
42647,780127/0000,9.69,15.39,96,8.32
42647,780127/1200,12.81,-7.67,42,20.69
42647,780128/0000,,13.71,,5.09
42647,780128/1200,13.12,2.51,75.99,14.29
42647,780129/0000,,7.83,,10.4
42647,780129/1200,6.12,5.35,125.21,15.22
42647,780131/0000,,18.62,,4.09
42647,780131/1200,10.17,7.73,65.99,7.02
42647,771201/0000,7.37,11.32,104.2,16.68
42647,771201/1200,12.43,7.45,29.61,12.36
42647,771202/0000,15.55,14.16,36.99,16.11
42647,771202/1200,14.04,3.28,23,12.69
42647,771203/0000,12.53,7.13,43.01,12.04
42647,771203/1200,,5.33,,18.66
42647,771204/0000,15.58,10.64,35.99,17.45
42647,771204/1200,13.49,7.61,31,14.3
42647,771205/0000,,13.68,,7.21
42647,771205/1200,21.93,11.33,49.01,10.25
42647,771206/0000,,,,0
42647,771206/1200,8.67,9.27,109.41,13.52
42647,771207/0000,,17.92,,16.72
42647,771207/1200,11.83,4.83,45.78,12.95
42647,771208/0000,9.36,12.54,92.82,14.06
42647,771208/1200,7.3,1.94,97.38,17.73
42647,771209/0000,8.97,11.77,98.2,13.01
42647,771209/1200,11.82,7.01,22.01,11.97
42647,771210/0000,8.12,7.97,94.39,16.44
42647,771210/1200,3.78,0.66,,19.33
42647,771211/0000,11.36,8,33,10.23
42647,771211/1200,5.88,1.26,92.2,14.52
42647,771212/0000,6.23,5,98.59,17.44
42647,771212/1200,8.79,6.95,186.17,17.59
42647,771213/0000,11.5,14,83.6,13.68
42647,771213/1200,10.9,5.73,47.4,15.31
42647,771214/0000,0.78,6.69,101.41,16.55
42647,771214/1200,8,1.66,51.21,17.26
42647,771215/1200,,,,0
42647,771216/0000,12.16,11.46,27.99,7.82
42647,771216/1200,,8.49,,6.52
42647,771217/0000,,15.15,,3.46
42647,771217/1200,10.6,3.14,70.19,16.43
42647,771218/0000,,,,0
42647,771218/1200,6.31,-3.14,67.99,19.24
42647,771219/0000,10.7,13.68,92.59,12.37
42647,771219/1200,10.59,7.57,51.21,16.3
42647,771220/0000,7.26,2.37,34.98,17.56
42647,771220/1200,6.48,4.99,94.21,15.46
42647,771221/0000,10.42,5.18,34.98,19.97
42647,771221/1200,-4.5,1.65,278.98,26.27
42647,771222/0000,10.05,12.32,38.99,13.67
42647,771223/0000,13.21,14.51,33,6.97
42647,771223/1200,11.99,5.14,24.98,7.66
42647,771224/0000,13.72,9.43,30.98,11.85
42647,771224/1200,13.5,12.46,40.84,5.81
42647,771225/0000,18.1,12.54,41.98,8.92
42647,771225/1200,8.9,12.68,108.6,14.78
42647,771226/0000,4.84,2.41,153.99,22.48
42647,771226/1200,10.71,4.16,161.02,25.47
42647,771227/0000,19.17,12.18,91.01,10.75
42647,771227/1200,11.91,15.23,176.78,15.98
42647,771228/1200,,,,0
42647,771229/0000,,24.13,,0.35
42647,771229/1200,,17.85,,4.92
42647,771230/0000,,20.33,,1.3
42647,771230/1200,16.15,9.48,55.01,11.93
42647,771231/0000,,15.03,,14.88
42647,771231/1200,17.69,12.71,83.99,13.59
42647,771101/0000,12.42,11.04,,15.87
42647,771101/1200,9.71,5.95,59.99,12.6
42647,771102/0000,7.34,4.23,197.01,20.89
42647,771102/1200,,-3.06,,0.97
42647,771103/1200,6.44,-12.81,104.2,34.35
42647,771104/0000,9.91,9.03,50.98,13.86
42647,771105/0000,11.98,6.24,,12.79
42647,771106/0000,,8.58,,3.16
42647,771106/1200,7.97,0.3,20.01,12.8
42647,771107/0000,15.06,6.02,25.9,10.85
42647,771107/1200,1.44,-5.2,136.39,23.14
42647,771108/0000,7.27,6.9,56.81,18.67
42647,771109/0000,10.45,8.45,,16.85
42647,771109/1200,5.14,-3.27,119,30.32
42647,771110/0000,8.83,9.46,,21.16
42647,771111/0000,10.6,11.46,32.01,15.42
42647,771111/1200,10.73,6.81,58.98,19.05
42647,771112/0000,10.2,12.18,76.19,10.72
42647,771112/1200,9.2,3.12,63.19,17.41
42647,771113/0000,14.55,11.66,25,11.24
42647,771113/1200,8.05,11.57,111.81,15.54
42647,771114/0000,14.44,14.52,24.01,7.13
42647,771114/1200,10,3.49,64.81,19.34
42647,771115/0000,12.15,13.73,29.19,12.29
42647,771115/1200,5.34,2.93,146.6,31.23
42647,771116/0000,3.61,5.85,101.21,17.18
42647,771116/1200,,5.38,,3.83
42647,771117/0000,6.2,2.75,89.41,23.27
42647,771117/1200,0.41,-2.64,180.6,35.86
42647,771118/0000,9.17,6.35,49.2,24.63
42647,771118/1200,11.04,1.79,38,24.54
42647,771119/1200,6.19,-2.33,58.6,27.81
42647,771120/0000,8.88,6.58,68.9,19.84
42647,771120/1200,8.55,2.07,111.8,28.98
42647,771121/0000,5.44,7.25,97.19,23.44
42647,771121/1200,7.15,-3.47,94.21,22.12
42647,771122/0000,4.85,4.3,104.8,14.58
42647,771122/1200,12.34,1.23,67.6,20.02
42647,771123/0000,10.03,8.81,93.41,18.79
42647,771123/1200,2.2,-4.03,179.38,33.35
42647,771124/0000,3.95,3.58,157.4,25.27
42647,771124/1200,3.82,-1.84,151.38,27.76
42647,771125/0000,3.32,4.61,,19.86
42647,771125/1200,9.56,2.73,98,14.78
42647,771126/0000,3.61,-2.85,147.4,31.37
42647,771126/1200,8.1,3.89,100.98,14.76
42647,771127/0000,11.75,8.95,39.61,11.5
42647,771127/1200,8.54,1.32,163.8,45.99
42647,771128/1200,2.24,4.65,238.41,60.01
42647,771129/0000,2.56,0.11,158.99,36.77
42647,771129/1200,-2.24,-3.77,222.21,34.43
42647,771130/1200,8.28,-7.73,118.01,31.59
42647,771001/0000,,51.36,,3.6
42647,771001/1200,2.85,-2.98,127.78,29
42647,771002/0000,8.08,2.87,105.99,29.5
42647,771002/1200,13.75,10.56,29.61,13.66
42647,771003/0000,10.67,-11.92,62.2,13.78
42647,771005/0000,,-5,,20.48
42647,771005/1200,-1.63,-4.63,190.39,31.17
42647,771006/1200,2.45,0.61,165.02,30.42
42647,771007/0000,6.75,4.2,103.58,26.68
42647,771007/1200,,7.55,,1.78
42647,771008/0000,64.81,5.46,18.01,38.07
42647,771008/1200,10.05,0.55,24.01,18.73
42647,771009/0000,,-5.07,,23.72
42647,771009/1200,-80.93,-81.13,3332.81,39.85
